,id,username,created_at,date,Sentiment,tweet,language,hashtags,cashtags,link,urls,photos,video,thumbnail,nlikes,nreplies,nretweets
3554,1.50E+18,24hoursoflemans,1.65E+12,9/3/2022 19:02,,A look back through 70 years of history with 24 stories that have placed German marques and their drivers at the pinnacle of #LEMANS24  @PorscheRaces @audisport @BMWMotorsport @MercedesBenz @FIAWEC #WEC #Porsche #Audi #BMW #MercedesBenz  https://t.co/JNDFIDdEeX,en,"['lemans24', 'wec', 'porsche', 'audi', 'bmw', 'mercedesbenz']",[],https://twitter.com/24hoursoflemans/status/1501513636891795458,['https://www.24h-lemans.com/en/news/deutschland-ueber-alles-at-the-24-hours-of-le-mans-56069'],[],0,,42,1,5
3558,1.50E+18,BBC_TopGear,1.65E+12,9/3/2022 18:55,,"Polestar 2 vs BMW i4: What matters to you, fast and effective or slow and nuanced? →  https://t.co/mUhJFiZ9cm  https://t.co/s2SscG7tnJ",en,[],[],https://twitter.com/BBC_TopGear/status/1501511886369611777,['https://www.topgear.com/long-term-car-reviews/polestar/2/300kw-pilot-plus-78kwh-dual-motor-5dr-4wd-auto/report-3'],['https://pbs.twimg.com/media/FNZxF-YXEAILxO4.jpg'],1,https://pbs.twimg.com/media/FNZxF-YXEAILxO4.jpg,80,4,8
3561,1.50E+18,LincsPolice,1.65E+12,9/3/2022 18:18,,"We are appealing for witnesses and anyone with dashcam footage  following a two-vehicle RTC on Boston Road, Wainfleet St. Mary this morning.  This happened at around 5:10am and involved a black BMW and a silver Kia. More here:   https://t.co/DSrK5FvOqH  https://t.co/Ux8Iylldwg",en,[],[],https://twitter.com/LincsPolice/status/1501502756233916419,['http://ow.ly/c9nm50IeK6j'],['https://pbs.twimg.com/media/FNZozNhXsAEhdBm.jpg'],1,https://pbs.twimg.com/media/FNZozNhXsAEhdBm.jpg,2,0,2
3563,1.50E+18,TimPollardCars,1.65E+12,9/3/2022 18:11,,"New issue of @CARmagazine has a classic sporting double-header: Ferrari 296 GTB and box-fresh Lotus Emira, both driven for the first time. Elsewhere we plug in to twin-test Merc EQS vs BMW iX, blast the Ineos Grenadier through a mine and road-trip the extraordinary Lucid Air 👀  https://t.co/WufShMk4yA",en,[],[],https://twitter.com/TimPollardCars/status/1501500825318924290,[],['https://pbs.twimg.com/media/FNZnCYaXMAIc8qK.jpg'],1,https://pbs.twimg.com/media/FNZnCYaXMAIc8qK.jpg,33,4,0
3566,1.50E+18,BMW,1.65E+12,9/3/2022 17:51,,"@riktindall1 Hi, we are very sorry to hear about this. In order for our Customer Service team to assist further, please can you send us a DM with your name, address (including country), email address, phone number and the VIN of the vehicle.",en,[],[],https://twitter.com/BMW/status/1501496000057331714,[],[],0,,0,1,0
3572,1.50E+18,autosport,1.65E+12,9/3/2022 17:16,,Sixteen-time @ttracesofficial winner Ian Hutchinson will return to @TASRacing_NI for the 2022 event on BMW machinery.  Full story ⬇️   https://t.co/goYCAqlG1X  #TT2022,en,['tt2022'],[],https://twitter.com/autosport/status/1501487134737412099,['https://www.autosport.com/roadracing/news/16-time-tt-winner-hutchinson-returns-to-tas-racing/8835357/'],[],0,,25,0,1
3576,1.50E+18,News_Letter,1.65E+12,9/3/2022 16:24,,SPORT | Ian Hutchinson returns to TAS Racing for Isle of Man TT on new-look Milwaukee BMW  https://t.co/4JSWAlDA5d,en,[],[],https://twitter.com/News_Letter/status/1501473983371350017,['https://trib.al/of7t69N'],[],0,,3,0,2
3578,1.50E+18,Kyle3white,1.65E+12,9/3/2022 16:18,,🚨BREAKING: 16-time Isle of Man TT winner Ian Hutchinson in Milwaukee BMW deal for island return ⬇️  https://t.co/wB6nIhRnLW,en,[],[],https://twitter.com/Kyle3white/status/1501472365372489728,['https://www.newsletter.co.uk/sport/motorcycling/ian-hutchinson-set-for-isle-of-man-tt-return-in-milwaukee-bmw-challenge-for-tas-racing-3602982'],[],0,,7,0,1
3579,1.50E+18,fosgoodwood,1.65E+12,9/3/2022 16:15,,Classic and contemporary. Which BMW touring car takes your fancy? #FOS  https://t.co/YosMcYsVfS,en,['fos'],[],https://twitter.com/fosgoodwood/status/1501471600692060161,[],"['https://pbs.twimg.com/media/FNRsEP-XwAM5qBQ.jpg', 'https://pbs.twimg.com/media/FNRsEP7XoAIRWCb.jpg']",1,https://pbs.twimg.com/media/FNRsEP-XwAM5qBQ.jpg,533,23,60
3580,1.50E+18,BMW,1.65E+12,9/3/2022 16:10,,"@bigdutch7 @BMW_UK Hi, in order to submit your complaint to the relevant department, we recommend using our contact form by clicking the following link:  https://t.co/V77PjKv5Jj Our Customer Support Team will get in touch with you as soon as possible.",en,[],[],https://twitter.com/BMW/status/1501470515172712448,['https://www.bmwgroup.com/en/general/contact.html'],[],0,,0,1,0
3581,1.50E+18,BMW_UK,1.65E+12,9/3/2022 16:00,,"Thanks to @GreenCarGuide for the glowing review.   With “huge performance, rewarding handling and driver-focused BMW interior”, they say the BMW i4 M50 is “for motorists who want both an electric car and a driver’s car”  Read the full review:  https://t.co/xYzbbnAXqa  https://t.co/nyswpR0xLH",en,[],[],https://twitter.com/BMW_UK/status/1501467831946330114,['https://bit.ly/3CmMxdx'],"['https://pbs.twimg.com/media/FNUY11IXMAAC2dc.jpg', 'https://pbs.twimg.com/media/FNUY11GWQAEF4ZG.jpg', 'https://pbs.twimg.com/media/FNUY8IXWQAMuwtf.jpg']",1,https://pbs.twimg.com/media/FNUY11IXMAAC2dc.jpg,45,6,7
3582,1.50E+18,BMW,1.65E+12,9/3/2022 15:51,,"@nihalk Hi, thank you for letting us know. As it is very difficult to assess your BMW from the image provided, we would recommend that you contact your local BMW dealer who will be happy to assist.",en,[],[],https://twitter.com/BMW/status/1501465597770612737,[],[],0,,0,1,0
3583,1.50E+18,cleantechnica,1.65E+12,9/3/2022 15:50,,Is Tesla Going To Outpace Luxury Automakers Lexus &amp; BMW? Probably  https://t.co/cyyWvOVmVf,en,[],[],https://twitter.com/cleantechnica/status/1501465394866970626,['https://cleantechnica.com/2022/03/08/is-tesla-going-to-outpace-luxury-automakers-lexus-bmw-probably/'],[],0,,130,3,17
3587,1.50E+18,HKJC_Racing,1.65E+12,9/3/2022 14:35,,"The countdown is on! ⏱️  The 2022 @BMW Hong Kong Derby - Hong Kong's most sought-after prize - is coming quick...  Sun, 20 March | #4YOSeries #HKracing  https://t.co/bf0tSZtuUb",en,"['4yoseries', 'hkracing']",[],https://twitter.com/HKJC_Racing/status/1501446533669359618,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1501445399521161223/pu/img/_p7fCyVIpfM5I0nz.jpg,9,0,2
3591,1.50E+18,Barnacules,1.65E+12,9/3/2022 13:21,,@alt_horizon Well the CEO is an entitled prick that drives a BMW i8 and expects the community to pay for it because he thinks he’s so fucking awesome and worthy 🤦‍♂️,en,[],[],https://twitter.com/Barnacules/status/1501427850196361224,[],[],0,,1,3,0
3592,1.50E+18,BristolLive,1.65E+12,9/3/2022 13:00,,"Part-time Kentucky Fried Chicken worker Liam Banks had £26,000 in the bank and ran a £30,000 BMW car, court told   https://t.co/dV6jmLiyYC",en,[],[],https://twitter.com/BristolLive/status/1501422528488562688,['https://www.bristolpost.co.uk/news/bristol-news/man-dealing-drugs-age-16-6772675'],[],0,,0,0,0
3593,1.50E+18,whatcar,1.65E+12,9/3/2022 12:52,,"✅Audi SQ7 ✅BMW X6 ✅Range Rover Velar  These luxury SUVs are fast, spacious and ooze desirability, but which is the best used buy? We decide  https://t.co/nn1RkFvoFi  https://t.co/PwfP05Rxcr",en,[],[],https://twitter.com/whatcar/status/1501420532750823427,['https://bddy.me/3MtSgCZ'],['https://pbs.twimg.com/media/FNYeA92XEAQDIrb.jpg'],1,https://pbs.twimg.com/media/FNYeA92XEAQDIrb.jpg,5,2,0
3594,1.50E+18,JustCallmeBHunt,1.65E+12,9/3/2022 12:26,,Cade wild for stopping in that BMW in Cass Corridor lol.,en,[],[],https://twitter.com/JustCallmeBHunt/status/1501414048780505097,[],[],0,,19,2,0
3598,1.50E+18,BaileyCarlin,1.65E+12,9/3/2022 9:14,,Ughhhh a full tank of premium gas for my BMW and Fiji water is so expensive now ughhhhh,en,[],[],https://twitter.com/BaileyCarlin/status/1501365666032541698,[],[],0,,56,3,1
3605,1.50E+18,HamiltonPolice,1.65E+12,9/3/2022 6:39,,"Shane Grenier, 39-years-old from Hamilton, has now been identified as the victim of Sunday night’s homicide in #HamOnt. Shane's family are deeply saddened by their loss and have asked for privacy. Police continue to search for a black BMW. Read More:   https://t.co/xDd4TgKEs8",en,['hamont'],[],https://twitter.com/HamiltonPolice/status/1501326652390969348,['https://hamiltonpolice.on.ca/news/shane-grenier-is-hamiltons-first-homicide-victim-of-2022/'],[],0,,29,4,15
3606,1.50E+18,therealautoblog,1.65E+12,9/3/2022 6:25,,.@BMW to reveal next-gen M2 and lightweight M4 this year:  https://t.co/4U19IUXZHB  https://t.co/RCg53OXimi,en,[],[],https://twitter.com/therealautoblog/status/1501323122405957633,['https://bit.ly/3tHgJfu'],"['https://pbs.twimg.com/media/FNW3BCVVIAM13tR.jpg', 'https://pbs.twimg.com/media/FNW3BCSVEAYaoab.jpg']",1,https://pbs.twimg.com/media/FNW3BCVVIAM13tR.jpg,40,2,2
3607,1.50E+18,bradleytraynor,1.65E+12,9/3/2022 5:55,,Does anyone really think Rose Nylund ever had a BMW?  https://t.co/tWoAgCniOh,en,[],[],https://twitter.com/bradleytraynor/status/1501315659833167875,[],['https://pbs.twimg.com/tweet_video_thumb/FNW-oiAXMAwN_G4.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/FNW-oiAXMAwN_G4.jpg,3,2,0
3608,1.50E+18,finnbeales,1.65E+12,9/3/2022 5:54,,"@caitcronenberg @aylaelmoussa @Cardelucci @lifewithart_ @jmpailhon @AnestiDhima @art_pleb @Punk_2070 Such a great space, guys. ‘Just don’t shill me a Porsche when I just bought a BMW’ 😆 Thank you all for taking the time to share your thoughts 🙌🏻",en,[],[],https://twitter.com/finnbeales/status/1501315403351535618,[],[],0,,7,10,0
3609,1.50E+18,FikeMoley,1.65E+12,9/3/2022 5:48,,mitch broke my bmw i’m giving the new varials record to anyone that sends me $50,en,[],[],https://twitter.com/FikeMoley/status/1501313891481137162,[],[],0,,79,8,1
3610,1.50E+18,gregallenRTE,1.65E+12,9/3/2022 5:33,,"@Shane_O_D @completecar @BMWireland @FrankKeaneBMW @conlansbmw @ColmQuinn_bmw @MorrisonBMW @bmwblog …with the X3 (and the unloved X2) BMW failed to produce a car as good looking as the F25 second generation X3 (especially in 2015-2017 LCi.) The current model is ok. Ok to drive, Ok to look at. Ok in many respects. Actually a bit non-descript in non M-Sport mode. And expensive…",en,[],[],https://twitter.com/gregallenRTE/status/1501310082616758275,[],[],0,,2,1,0
3614,1.50E+18,JCPinBirmingham,1.65E+12,9/3/2022 4:02,,MINI Used Sales and Stock Controller @Sytner   Location 📍 Sytner Solihull BMW  See:  https://t.co/ZNHS14RIZS  #SolihullJobs #SolihullHour  https://t.co/biatZvD675,en,"['solihulljobs', 'solihullhour']",[],https://twitter.com/JCPinBirmingham/status/1501287171210231810,['http://ow.ly/BBIx50IcFyZ'],['https://pbs.twimg.com/media/FNWkugNXsAQYggz.jpg'],1,https://pbs.twimg.com/media/FNWkugNXsAQYggz.jpg,1,0,0
3615,1.50E+18,RadioDana,1.65E+12,9/3/2022 4:00,,Hey @BMW your automated voice lady sounds like she's drunk and slurring.  You need to hire the nice british voice lady.,en,[],[],https://twitter.com/RadioDana/status/1501286722289774605,[],[],0,,5,2,0
3617,1.50E+18,autocar,1.65E+12,9/3/2022 3:15,,"A more dynamic, better-equipped and versatile choice than a Merc B-Class? BMW 223i M Sport Active Tourer 2022 UK review  https://t.co/dTyNGUGqLT  https://t.co/aGBcmJDeIJ",en,[],[],https://twitter.com/autocar/status/1501275349769986055,['https://bddy.me/377KAWB'],"['https://pbs.twimg.com/media/FNWZ9FvXMAQFSlQ.jpg', 'https://pbs.twimg.com/media/FNWZ9eoWUAcegoS.jpg', 'https://pbs.twimg.com/media/FNWZ94BXMAgCIjy.jpg', 'https://pbs.twimg.com/media/FNWZ-SHXIAUAOT3.jpg']",1,https://pbs.twimg.com/media/FNWZ9FvXMAQFSlQ.jpg,21,1,6
3618,1.50E+18,scroll_in,1.65E+12,9/3/2022 3:00,,‘They better have insurance’: High school students watch white BMW float away in Sydney floods  The video was taken on Tuesday afternoon from a school classroom in the Manly Vale suburbs of Sydney.   https://t.co/CbCYK4S9T7,en,[],[],https://twitter.com/scroll_in/status/1501271540284858374,['https://scroll.in/video/1019017/they-better-have-insurance-high-school-students-watch-white-bmw-float-away-in-sydney-floods'],[],0,,0,0,0
3622,1.50E+18,RAHEBFORSENATE,1.65E+12,9/3/2022 2:42,,"@PatriotInSF Funny, but I did the same in a BMW; Great cars, but not for me-",en,[],[],https://twitter.com/RAHEBFORSENATE/status/1501267252758339591,[],[],0,,1,0,0
3623,1.50E+18,CapePD,1.65E+12,9/3/2022 2:34,,"ATTEMPT TO IDENTIFY: CCPD needs help identifying this man. He is a suspect in an aggravated assault that occurred on 2/2/22, at approx. 7pm at Circle K(5 Del Prado Blvd.) He was seen wearing a black man purse &amp; left in a black BMW. Anyone with info. is asked to call 239–574-3223  https://t.co/psL1r4O18x",en,[],[],https://twitter.com/CapePD/status/1501265138107641859,[],['https://pbs.twimg.com/media/FNWQrzoXMAU4dUm.jpg'],1,https://pbs.twimg.com/media/FNWQrzoXMAU4dUm.jpg,7,0,5
3625,1.50E+18,JoshInnesShow,1.65E+12,9/3/2022 2:17,,@JimMudd It had replaced the bmw as the status symbol of choice,en,[],[],https://twitter.com/JoshInnesShow/status/1501260852724383747,[],[],0,,3,0,0
3627,1.50E+18,WhoIsClayJames,1.65E+12,9/3/2022 2:02,,"My phone been ringing off the hook so let me get this out the way…  1) I won’t have any cars to rent until tomorrow. (BMW X5, BMW 650i)  2) My studio is booked up until midnight (if you want to record after that, hit me!)  3) I have 4 more slots available on my SXSW..hit me ASAP",en,[],[],https://twitter.com/WhoIsClayJames/status/1501256987236966400,[],[],0,,5,0,3
3628,1.50E+18,bmwgolfsport,1.65E+12,9/3/2022 2:00,,Celebrate International Women’s Day with us with some of the best shots from the 2021 BMW Ladies Championship. 1️⃣ @SY_KIM_lpga 2️⃣ @hannahgreengolf 3️⃣ @ingeechun_dumbo 4️⃣ In Gee Chun #internationalwomensday #bmwladieschampionship #bmwgolfsport  https://t.co/l2kFE7Iqup,en,"['internationalwomensday', 'bmwladieschampionship', 'bmwgolfsport']",[],https://twitter.com/bmwgolfsport/status/1501256433853255687,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1501217677175668747/img/3qRsjNjwUpF3NdCA.jpg,4,0,0
3632,1.50E+18,TODAYshow,1.65E+12,9/3/2022 1:31,,The Florida Highway Patrol released dramatic dashcam video of the scene Monday that showed a speeding BMW collide at high speed with a patrol car.  https://t.co/Z4x64m4PGK,en,[],[],https://twitter.com/TODAYshow/status/1501249265859010571,['https://on.today.com/3KmwXRG'],[],0,,68,5,15
3633,1.50E+18,therealautoblog,1.65E+12,9/3/2022 1:28,,BMW to reveal next-gen M2 and lightweight M4 this year:  https://t.co/4U19IUXZHB  https://t.co/ZzwTvFDceU,en,[],[],https://twitter.com/therealautoblog/status/1501248379749347335,['https://bit.ly/3tHgJfu'],['https://pbs.twimg.com/media/FNV6NZvWQAUunL7.jpg'],1,https://pbs.twimg.com/media/FNV6NZvWQAUunL7.jpg,17,0,2
3639,1.50E+18,BMW,1.65E+12,9/3/2022 0:47,,"@JMurray79030048 @MercedesBenz @AudiOfficial Hi James, we condemn the aggression against Ukraine and follow developments with great concern and dismay. Due to the current geopolitical situation, we are discontinuing our local production in Russia and vehicle-export to the Russian market until further notice.",en,[],[],https://twitter.com/BMW/status/1501238292762791937,[],[],0,,1,1,0
3641,1.50E+18,PhilSanchezTV,1.65E+12,9/3/2022 0:38,,"@ajscheib The average is 56 not 46 but if it was 46, I’ll take a brand new freaking BMW for 41.  https://t.co/ntyfqSItX5",en,[],[],https://twitter.com/PhilSanchezTV/status/1501235930648174597,[],['https://pbs.twimg.com/media/FNV2H0ZX0AYUEsC.jpg'],1,https://pbs.twimg.com/media/FNV2H0ZX0AYUEsC.jpg,0,1,0
3643,1.50E+18,JCPinDorset,1.65E+12,9/3/2022 0:30,,"Parts Advisor, Full Time @Marshall_BMW #Bournemouth  Info/Apply  https://t.co/mTe8GK4rwM  #DorsetJobs  https://t.co/rSTDPTMBh3",en,"['bournemouth', 'dorsetjobs']",[],https://twitter.com/JCPinDorset/status/1501233872599719940,['http://ow.ly/F8jn50I9bPj'],['https://pbs.twimg.com/media/FNV0QF4XsBAdD-R.png'],1,https://pbs.twimg.com/media/FNV0QF4XsBAdD-R.png,0,0,1
3644,1.50E+18,thesubways,1.65E+12,9/3/2022 0:30,,@DanGumble @FourFourTwo Growing up with @charlottesubway I found out her dad had bought Ian Walker’s BMW off him. The license plate read B4 GOL. 😂,en,[],[],https://twitter.com/thesubways/status/1501233811060842498,[],[],0,,1,1,0
3645,1.50E+18,travisyost,1.65E+12,9/3/2022 0:24,,"@TSNquizmaster MX14.   Marner, Matthews, Michael. Every player on the line has a 14 character name.  And it sounds like a cool BMW.",en,[],[],https://twitter.com/travisyost/status/1501232349098373123,[],[],0,,17,2,0
3646,1.50E+18,CarbuyerUK,1.65E+12,9/3/2022 0:19,,Happy #IWD2022 from the Carbuyer team! We’d like to shout out our brilliant presenter Nicola Hume 💙🚙  See what she thinks of the BMW iX in our latest video review:  https://t.co/BLn6ZVkRKr  https://t.co/p1vYyCUgMY,en,['iwd2022'],[],https://twitter.com/CarbuyerUK/status/1501231015884431360,['https://carbyr.uk/3CSzHCP'],['https://pbs.twimg.com/media/FNVvcM3XwAUAAym.jpg'],1,https://pbs.twimg.com/media/FNVvcM3XwAUAAym.jpg,14,2,3
3647,1.50E+18,ST_Driving,1.65E+12,9/3/2022 0:17,,"2022 Mazda CX-60 takes aim at Audi, BMW and Mercedes with premium approach and hybrid power:  https://t.co/GndFBJuc0I  https://t.co/nVAxdxS5rj",en,[],[],https://twitter.com/ST_Driving/status/1501230709259874308,['https://www.driving.co.uk/news/2022-mazda-cx-60-takes-aim-at-audi-bmw-and-mercedes-with-premium-approach-and-hybrid-power/?utm_medium=Social&utm_source=Twitter#Echobox=1646756106-1'],['https://pbs.twimg.com/media/FNVxX9cXoAMNQSt.jpg'],1,https://pbs.twimg.com/media/FNVxX9cXoAMNQSt.jpg,2,0,0
3651,1.50E+18,GMPMiddleton,1.65E+12,8/3/2022 23:50,,"*** RECOVERED STOLEN VEHICLE *** At approx 9:00am this morning, Heywood NPT PCSO's 73323 Frazer &amp; 60461 Brady recovered a stolen BMW Motor Vehicle on Kingsway, Middleton. The Vehicle, along with another had been stolen overnight from the M9 postcode area. #OperationNavigator  https://t.co/a8jhaaElTS",en,['operationnavigator'],[],https://twitter.com/GMPMiddleton/status/1501223926483103747,[],['https://pbs.twimg.com/media/FNVrNCMXMA0jH-a.jpg'],1,https://pbs.twimg.com/media/FNVrNCMXMA0jH-a.jpg,5,0,0
3652,1.50E+18,Royal_Purple,1.65E+12,8/3/2022 23:48,,@dylanhughes129 is making the rounds 🏁#loyaltoroyal  @dylanhughes129 Now THIS is trust! My boy @noah_nelson_ risking it all for the shot 😂 👀 This is the outside angle I posted previously. #limiter #2jz #bmw #e46  https://t.co/jg0EAJKhAA,en,"['loyaltoroyal', 'limiter', '2jz', 'bmw', 'e46']",[],https://twitter.com/Royal_Purple/status/1501223227544141827,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1501222860106473479/pu/img/ENyfm_KH4xpDa7lm.jpg,18,0,2
3653,1.50E+18,IBU_WC,1.65E+12,8/3/2022 23:45,,This week marks the first ever time for the BMW IBU World Cup in Estonia 🇪🇪 as the world's best biathletes will compete in Biathlon Otepaeae 🤩 . @IBU_CUP travels to Italy 🇮🇹 as Ridnaun/Val Ridanna the final stage is set for the league.  #biathlon l #OTE22 l #IBUCup  https://t.co/HulhCAR3ww,en,"['biathlon', 'ote22', 'ibucup']",[],https://twitter.com/IBU_WC/status/1501222458942128131,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1500519632888901638/img/0HkTVTLRh272sbiI.jpg,77,0,9
3655,1.50E+18,kentjlewis,1.65E+12,8/3/2022 23:00,,Clean vintage euro 3 series @bmw  https://t.co/EUVrg8rj6u,en,[],[],https://twitter.com/kentjlewis/status/1501211210682884097,['https://www.instagram.com/p/Ca2Nrh4rwwW/?utm_medium=twitter'],[],0,,0,1,1
3657,1.50E+18,FyldePolice,1.65E+12,8/3/2022 22:41,,"Did you witness a collision on Mythop Road, Weeton yesterday around 10.15am involving a BMW Z3 and a DAF Box Truck which left a man with serious injuries.   Anyone with information can contact police on 101 or email 1747@lancashire.police.uk quoting log 0367 of March 7th.  https://t.co/Ntasv0bdUL",en,[],[],https://twitter.com/FyldePolice/status/1501206588161413130,[],['https://pbs.twimg.com/media/FNVbb7-WUA4gAUf.jpg'],1,https://pbs.twimg.com/media/FNVbb7-WUA4gAUf.jpg,0,0,1
3660,1.50E+18,BBC_TopGear,1.65E+12,8/3/2022 22:30,,Top Gear car review: BMW 2 Series Active Tourer. Still feels like the odd one out in the BMW family →  https://t.co/uzjjdfOatf  https://t.co/oqELrkVRq1,en,[],[],https://twitter.com/BBC_TopGear/status/1501203622322966534,['https://www.topgear.com/car-reviews/bmw/2-series-active-tourer-0'],['https://pbs.twimg.com/media/FNVYvApXwAwp_2t.jpg'],1,https://pbs.twimg.com/media/FNVYvApXwAwp_2t.jpg,57,6,6
